formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C6H3ClN2O5	[M - H]-	C6H2ClN2O5-	Alkaloids	0.153	Histidine alkaloids	0.178	Imidazole alkaloids	0.176	Organic 1,3-dipolar compounds	0.859	Allyl-type 1,3-dipolar organic compounds	0.890	Organic nitro compounds	0.857	C-nitro compounds	0.771	Nitroaromatic compounds	0.519	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Carbonyl compounds; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	216.966	52	0.867	736164980075524436	736164153516561647	1629	
1	C3H4N4O4Se	[M - H]-	C3H3N4O4Se-	Amino acids and Peptides	0.296	Small peptides	0.368	Aminoacids	0.331	Organoheterocyclic compounds	0.946	Azoles	0.871					Azoles	0.871	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organometallic compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organoselenium compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	232.939	52	0.867	736164987663024466	736164156897170931	1627	
1	C7H11NO5	[M - H]-	C7H10NO5-	Amino acids and Peptides	0.944	Small peptides	0.995	Dipeptides	0.617	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	N-acyl-alpha amino acids	0.946	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.056	52	0.871	736164986715111398	736164147850056548	1689	
1	C6H11N3O10	[M - H]-	C6H10N3O10-	Carbohydrates	0.307	Small peptides	0.539	Aminoacids	0.337	Organic acids and derivatives	0.976	Carboxylic acids and derivatives	0.940	Amino acids, peptides, and analogues	0.699	Amino acids and derivatives	0.695	Alpha amino acids and derivatives	0.811	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.038	52	0.875	736164983300946378	736164166288218297	1662	
1	C6H8O5S3	[M + H2O - H]-	C6H9O6S3-	Fatty acids	0.909	Fatty Acids and Conjugates	0.446	Oxygenated hydrocarbons	0.319	Organic acids and derivatives	0.916	Carboxylic acids and derivatives	0.613					Carboxylic acids and derivatives	0.613	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	272.957	53	0.881	736164979974861031	736164164266563599	1686	
1	C6H6N2O2Se	[M - H]-	C6H5N2O2Se-	Alkaloids	0.243	Small peptides	0.061	Aminoacids	0.013	Organoheterocyclic compounds	0.950	Lactams	0.651					Lactams	0.651	Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Organoselenium compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	210.957	53	0.882	736164968310494349	736164151805285500	1690	
1	C5H5F2NO3S2	[M - H]-	C5H4F2NO3S2-	Amino acids and Peptides	0.989	Small peptides	0.451	Aminoacids	0.558	Organoheterocyclic compounds	0.953	Azoles	0.843	Thiazoles	0.864			Thiazoles	0.864	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	227.960	53	0.883	736164990863279831	736164155408192896	919	
1	C6H8N2O4	[M - H]-	C6H7N2O4-	Amino acids and Peptides	0.855	Small peptides	0.803	Aminoacids	0.929	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.969	Amino acids, peptides, and analogues	0.893	Amino acids and derivatives	0.891	Alpha amino acids and derivatives	0.871	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	171.041	53	0.885	736164967966561245	736164143798358649	1696	
1	C9H9BBrNO6	[M - H]-	C9H8BBrNO6-	Alkaloids	0.138	Small peptides	0.079	Aminoacids	0.046	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.513	Amino acids and derivatives	0.518	Alpha amino acids and derivatives	0.645	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Boronic acid derivatives; Aryl bromides; Carboxylic acid derivatives; Carboxylic acids; Organometalloid compounds; Organobromides; Carbonyl compounds; Organoboron compounds; Aryl halides; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	314.968	53	0.886	736164994894007920	736164171795339904	1664	
1	C9H10N2O5Se	[M - H]-	C9H9N2O5Se-	Amino acids and Peptides	0.881	Small peptides	0.929	Aminoacids	0.787	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.992	Amino acids and derivatives	0.992	Glutamic acid and derivatives	0.744	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organometallic compounds; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Selenoethers; Organoselenium compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298.973	53	0.887	736164977311476073	736164168913852821	1698	
1	C6H3ClN2O4	[M - H]-	C6H2ClN2O4-	Alkaloids	0.524	Anthranilic acid alkaloids	0.009	Halogenated fatty acids	0.051	Organic 1,3-dipolar compounds	0.749	Allyl-type 1,3-dipolar organic compounds	0.828	Organic nitro compounds	0.813	C-nitro compounds	0.754	Nitroaromatic compounds	0.575	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	200.971	53	0.889	736164996005498907	736164149670384614	1714	
1	C6H11N3O9	[M - H]-	C6H10N3O9-	Amino acids and Peptides	0.975	Small peptides	0.996	Aminoacids	0.988	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.987	Amino acids and derivatives	0.987	Alpha amino acids	0.900	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.043	53	0.889	736165004037594487	736164163830355948	1697	
1	C5H10O4	[M - H]-	C5H9O4-	Carbohydrates	0.991	Saccharides	0.999	Monosaccharides	0.997	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.741	Monosaccharides	0.614	Monosaccharides	0.614	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	133.050	53	0.890	736164993874791669	736164136798064883	875	
1	C4H7ClFNO3S2	[M - H]-	C4H6ClFNO3S2-	Amino acids and Peptides	0.874	Small peptides	0.806	Aminoacids	0.886	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.841	Carboxylic acids	0.833			Carboxylic acids	0.833	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	233.946	53	0.891	736164965793910562	736164156964279800	1706	
1	C5H10N2O11	[M - H]-	C5H9N2O11-	Fatty acids	0.293	Fatty Acids and Conjugates	0.398	Aminoacids	0.103	Organic acids and derivatives	0.971	Carboxylic acids and derivatives	0.940	Amino acids, peptides, and analogues	0.373	Amino acids and derivatives	0.373	Alpha amino acids and derivatives	0.627	Organic compounds; Lipids and lipid-like molecules; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	273.022	54	0.892	736164988065677829	736164164384004121	1709	
1	C4H6O7P2	[M + H2O - H]-	C4H7O8P2-	Fatty acids	0.712	Fatty Acids and Conjugates	0.116	Glycerophosphates	0.112	Organic acids and derivatives	0.995	Organic phosphoric acids and derivatives	0.995	Phosphate esters	0.982	Alkyl phosphates	0.658	Alkyl phosphates	0.658	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.962	54	0.893	736164995711897501	736164159480862395	1710	
1	C5H9F2NO4SSe	[M - H]-	C5H8F2NO4SSe-	Amino acids and Peptides	0.989	Small peptides	0.992	Aminoacids	0.989	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Alpha amino acids	0.814	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Monoalkylamines; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Organoselenium compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289.936	54	0.894	736165017442595629	736164167382931736	1727	
1	C5H5NO3Se	[M - H]-	C5H4NO3Se-	Amino acids and Peptides	0.843	Small peptides	0.650	Aminoacids	0.485	Organic acids and derivatives	0.882	Carboxylic acids and derivatives	0.816	Carboxylic acids	0.722			Carboxylic acids	0.722	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organoselenium compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	199.941	54	0.897	736164983556799094	736164149540361180	1717	
1	C3H4N4O3Se	[M - H]-	C3H3N4O3Se-	Amino acids and Peptides	0.630	Small peptides	0.752	Aminoacids	0.759	Organic acids and derivatives	0.964	Carboxylic acids and derivatives	0.962	Amino acids, peptides, and analogues	0.665	Amino acids and derivatives	0.666	Alpha amino acids and derivatives	0.523	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Organometallic compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organoselenium compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	216.944	54	0.897	736164987616887101	736164153449452778	1715	
1	C4H7F2NO2SSe	[M + H2O - H]-	C4H8F2NO3SSe-	Amino acids and Peptides	0.392	Small peptides	0.104	Aminoacids	0.082	Organohalogen compounds	0.596	Alkyl halides	0.788	Alkyl fluorides	0.846			Alkyl fluorides	0.846	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Alkyl fluorides; Organometalloid compounds; Organofluorides; Carbonyl compounds; Organoselenium compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.941	54	0.897	736164986387955522	736164162869860257	1716	
